Id;CodeCIS;Denomination;FormePharma;EstCommercialisée;StatutBDM;NoUE_autorisation;Titulaire(s);surveillance;JJ_MM_AAAA;idProcédure;idStatutAdmin
165;60099738;AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1);comprimé pelliculé;FAUX;;;ALMUS FRANCE;FAUX;07/11/2002;2;1
166;60100877;BETOPTIC 0,5 POUR CENT, collyre;collyre;FAUX;;;IMMEDICA PHARMA (SUEDE);FAUX;28/07/1986;2;1
167;60101299;HEKLA LAVA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;granules;FAUX;;;BOIRON;FAUX;12/11/2020;3;1
168;60101406;AMOXICILLINE KRKA 1 g, comprimé dispersible sécable;comprimé dispersible sécable;FAUX;;;KRKA (SLOVENIE);FAUX;22/07/2021;4;1
169;60104893;QUERCUS, décocté WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;crème et solution et granules et poudre et pommade;FAUX;;;WELEDA;FAUX;21/05/2019;3;1
170;60105162;GABAPENTINE ZENTIVA 600 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZENTIVA FRANCE;FAUX;12/12/2006;1;1
171;60105568;ROPIVACAINE ALTAN 10 mg/mL, solution injectable;solution injectable;FAUX;;;ALTAN PHARMA (IRLANDE);FAUX;16/01/2019;1;1
172;60106606;REFACTO AF 250 UI, poudre et solvant pour solution injectable en seringue préremplie;poudre et  solvant pour solution injectable;FAUX;;EU/1/99/103;"PFIZER EUROPE MA EEIG (BELGIQUE);PFIZER (GRANDE BRETAGNE)";FAUX;24/10/2012;5;1
173;60106848;DROSPIBEL 0,02 mg/3 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;EFFIK;FAUX;16/12/2011;4;1
174;60106862;APREXEVO 300 mg/5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;SANOFI WINTHROP INDUSTRIE;FAUX;14/05/2020;4;1
175;60107747;VERRUFILM, solution pour application locale en flacon;solution pour application;FAUX;;;LABORATOIRES BAILLEUL (LUXEMBOURG);FAUX;23/06/1995;2;1
176;60107932;ARKOGELULES CHARBON VEGETAL, gélule;gélule;VRAI;Warning disponibilité;;ARKOPHARMA;FAUX;24/07/1997;2;1
177;60108518;OXYCODONE SANDOZ 20 mg, gélule;gélule;FAUX;;;SANDOZ;FAUX;15/11/2016;2;1
178;60108678;TERBINAFINE BIOGARAN 250 mg, comprimé sécable;comprimé sécable;FAUX;;;BIOGARAN;FAUX;05/04/2006;2;1
179;60108870;CAPTOPRIL SANDOZ 50 mg, comprimé quadrisécable;comprimé quadrisécable;VRAI;Warning disponibilité;;SANDOZ;FAUX;29/07/1999;2;2
180;60109303;MUPIROCINE PIERRE FABRE 2%, pommade;pommade;VRAI;Warning disponibilité;;PIERRE FABRE DERMATOLOGIE;FAUX;07/12/2016;2;2
181;60110031;EAU POUR PREPARATIONS INJECTABLES FRESENIUS, solution pour préparation injectable;solution pour préparation injectable;FAUX;;;FRESENIUS KABI FRANCE;FAUX;10/12/1996;2;1
182;60110896;ENTECAVIR ACCORD 0,5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/17/1211;ACCORD HEALTHCARE (ESPAGNE);FAUX;26/09/2017;5;1
183;60111101;MAGNESIUM/VITAMINE B6 VIATRIS CONSEIL 48 mg/5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;VIATRIS SANTE;FAUX;16/07/2008;2;1
184;60111197;ACICLOVIR ARROW 800 mg, comprimé;comprimé;FAUX;;;ARROW GENERIQUES;FAUX;09/07/2002;2;1
185;60111471;TIORFAN 4 mg/mL NOURRISSONS ET ENFANTS, suspension buvable;suspension buvable;FAUX;;;BIOPROJET;FAUX;09/12/2019;1;1
186;60111553;URAPIDIL KALCEKS 50 mg/10 mL, solution injectable/pour perfusion;solution injectable ou pour perfusion;FAUX;;;AS KALCEKS (LETTONIE);FAUX;25/02/2021;4;1
187;60111603;MEDULOSS WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;crème et solution et granules et poudre;FAUX;;;WELEDA;FAUX;28/05/2019;3;1
188;60111813;ENALAPRIL ZENTIVA 20 mg, comprimé sécable;comprimé sécable;FAUX;;;ZENTIVA FRANCE;FAUX;31/07/2000;1;1
189;60113814;ATORVASTATINE ZYDUS 80 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZYDUS FRANCE;FAUX;22/05/2018;2;1
190;60114485;PROGESTERONUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;13/05/2020;3;1
191;60116447;GLIMEPIRIDE EG 1 mg, comprimé;comprimé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;06/04/2006;1;1
192;60116810;PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2,5 mg/0,625 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;BIOGARAN;FAUX;11/01/2013;2;1
193;60117638;PULSATILLA LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;01/07/2013;3;1
194;60118715;CORTANCYL 1 mg, comprimé;comprimé;FAUX;;;CHEPLAPHARM ARZNEIMITTEL (ALLEMAGNE);FAUX;13/11/1991;2;1
195;60120709;ALLOPURINOL SUN 200 mg, comprimé;comprimé;FAUX;;;SUN PHARMA FRANCE;FAUX;25/11/1997;2;1
196;60120812;CAMPTO 20 mg/mL, solution à diluer pour perfusion (IV);solution à diluer pour perfusion;VRAI;Warning disponibilité;;PFIZER HOLDING FRANCE;FAUX;05/05/1995;1;1
197;60121234;AMYLIUM NITROSUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;05/01/2009;3;1
198;60122628;CANDESARTAN CRISTERS 8 mg, comprimé sécable;comprimé sécable;FAUX;;;CRISTERS;FAUX;18/05/2012;2;1
199;60122699;DEFERASIROX ZENTIVA 90 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZENTIVA FRANCE;FAUX;27/05/2020;4;1
200;60122717;SEVELAMER CARBONATE SANDOZ 2,4 g, poudre pour suspension buvable;poudre pour suspension buvable;FAUX;;;SANDOZ;FAUX;06/12/2017;4;1
201;60123363;FINASTERIDE ACCORD 5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ACCORD HEALTHCARE FRANCE;FAUX;20/01/2009;4;1
202;60123598;HEPAR SULFUR (HEPAR SULFURIS CALCAREUM) BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;17/09/2019;3;1
203;60124020;INTEGRILIN 2 mg/ml, solution injectable;solution injectable;FAUX;;EU/1/99/109;GLAXO GROUP (ROYAUME-UNI);FAUX;01/07/1999;5;1
204;60124472;PERINDOPRIL TERT-BUTYLAMINE/AMLODIPINE ARROW 4 mg/10 mg, comprimé;comprimé;FAUX;;;ARROW GENERIQUES;FAUX;20/11/2020;4;1
205;60124999;CLOPIDOGREL ZF 75 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZYDUS FRANCE;FAUX;24/07/2012;2;1
206;60125332;UREE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;08/03/2021;3;1
207;60125777;CYAMEMAZINE VIATRIS 100 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;VIATRIS SANTE;FAUX;28/11/2018;2;1
208;60126377;ACICLOVIR VIATRIS 5 %, crème;crème;FAUX;;;VIATRIS SANTE;FAUX;21/01/2003;2;1
209;60126594;OLANZAPINE VIATRIS 5 mg, comprimé orodispersible;comprimé orodispersible;FAUX;;;VIATRIS SANTE;FAUX;25/03/2015;4;1
210;60126612;VIABORPAX, comprimé orodispersible;comprimé orodispersible;FAUX;;;LEHNING;FAUX;29/05/2017;2;1
211;60126982;SOLIFENACINE ACCORD 5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ACCORD HEALTHCARE FRANCE;FAUX;01/08/2018;4;1
212;60127671;PEPSANE, capsule;capsule;FAUX;;;LABORATOIRES MAYOLY SPINDLER;FAUX;28/05/1996;2;1
213;60128339;SOLIFENACINE CRISTERS 10 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;CRISTERS;FAUX;21/11/2018;2;1
214;60129665;IBUPROFENE SANDOZ 400 mg, comprimé enrobé;comprimé enrobé;VRAI;Warning disponibilité;;SANDOZ;FAUX;28/10/1998;2;1
215;60129957;METOJECT 17,5 mg/0,35 ml, solution injectable en stylo prérempli;solution injectable;FAUX;;;MEDAC GESELLSCHAFT FUR KLINISCHE SPEZIALPRAPARATE (ALLEMAGNE);FAUX;14/09/2015;4;1
216;60130062;FORMODUAL 100/6 microgrammes/dose, solution pour inhalation en flacon pressurisé;solution pour inhalation;FAUX;;;CHIESI;FAUX;23/07/2007;1;1
217;60130386;INOTYOL, pommade;pommade;FAUX;;;VIATRIS MEDICAL;FAUX;13/09/1995;2;1
218;60130742;NAFTIDROFURYL TEVA 200 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;TEVA SANTE;FAUX;30/07/2004;2;2
219;60130906;LOSARTAN ZENTIVA 50 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;ORGANON FRANCE;FAUX;28/08/2009;4;4
220;60131132;XELEVIA 50 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/07/382;MERCK SHARP & DOHME (PAYS-BAS);FAUX;21/03/2007;5;1
221;60131805;ROPIVACAÏNE KABI 2 mg/ml, solution injectable en ampoule;solution injectable;FAUX;;;FRESENIUS KABI FRANCE;FAUX;22/11/2010;4;1
222;60132330;KEPPRA 100 mg/ml, solution buvable;solution buvable;FAUX;;EU/1/00/146;UCB PHARMA BELGIQUE;FAUX;03/03/2003;5;1
223;60132572;CRISTAL NOURRISSONS, suppositoire;suppositoire;FAUX;;;COOPER (ABRÉGÉ DE COOPERATION PHARMACEUTIQUE FRANCAISE);FAUX;29/11/1990;2;1
224;60132654;RANUNCULUS SCELERATUS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;06/04/2020;3;1
225;60132743;RETROVIR 10 mg/ml, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;VIIV HEALTHCARE (PAYS-BAS);FAUX;13/10/1987;1;1
226;60133432;TUSSIDANE 30 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ELERTE;FAUX;04/04/2011;2;1
227;60133973;TAMSULOSINE ZYDUS FRANCE LP 0,4 mg, gélule à libération prolongée;gélule à libération prolongée;FAUX;;;ZYDUS FRANCE;FAUX;16/01/2006;1;1
228;60135981;LUMIGAN 0,3 mg/ml, collyre en solution;collyre en solution;FAUX;;EU/1/02/205;ABBVIE DEUTSCHLAND (ALLEMAGNE);FAUX;08/03/2002;5;1
229;60136275;GOSSYPIUM HERBACEUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;17/01/2020;3;1
230;60136439;ARIPIPRAZOLE SANDOZ 15 mg, comprimé;comprimé;FAUX;;EU/1/15/1029;SANDOZ (AUTRICHE);FAUX;20/08/2015;5;1
231;60137021;LACOSAMIDE ACCORD 10 mg/mL, solution pour perfusion;solution pour perfusion;FAUX;;EU/1/17/1230;ACCORD HEALTHCARE (ESPAGNE);FAUX;22/11/2021;5;1
232;60139257;RACECADOTRIL BIOGARAN CONSEIL 100 mg, gélule;gélule;FAUX;;;BIOGARAN;FAUX;23/04/2015;2;1
233;60139563;ESCITALOPRAM ZENTIVA 5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ZENTIVA FRANCE;FAUX;09/04/2014;4;1
234;60140010;CASPOFUNGINE STRAGEN 50 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;FAUX;;;STRAGEN-FRANCE;FAUX;16/03/2017;4;1
235;60140882;ARIPIPRAZOLE TEVA 10 mg, comprimé orodispersible;comprimé orodispersible;FAUX;;;TEVA SANTE;FAUX;14/02/2017;4;1
236;60141614;FÉBUXOSTAT ARROW 120 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ARROW GENERIQUES;FAUX;24/01/2019;4;1
237;60142043;LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 100 mg/25 mg, comprimé pelliculé;comprimé pelliculé;VRAI;Warning disponibilité;;RANBAXY PHARMACIE GENERIQUES;FAUX;04/06/2008;2;1
238;60143654;ERLOTINIB BIOGARAN 150 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;BIOGARAN;FAUX;02/05/2018;4;1
239;60144119;KAPRUVIA 50 microgrammes/mL, solution injectable;solution injectable;FAUX;;EU/1/22/1643;VIFOR FRESENIUS MEDICAL CARE RENAL PHARMA FRANCE;VRAI;25/04/2022;5;1
240;60144464;ROPINIROLE ARROW LP 4 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;FAUX;;;ARROW GENERIQUES;FAUX;04/02/2015;4;1
241;60145580;SIMVASTATINE ZYDUS FRANCE 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ZYDUS FRANCE;FAUX;04/05/2009;2;1
242;60145801;PANTOPRAZOLE BOUCHARA-RECORDATI 20 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);VRAI;Warning disponibilité;;BOUCHARA-RECORDATI;FAUX;27/11/2008;2;2
243;60148110;VILDAGLIPTINE/METFORMINE EG 50 mg/1000 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;23/09/2021;4;1
244;60148167;MOZOBIL 20 mg/ml, solution pour injection;solution injectable;FAUX;;EU/1/09/537;GENZYME EUROPE (PAYS BAS);FAUX;31/07/2009;5;1
245;60148893;LANTHANE VIATRIS 1000 mg, comprimé à croquer;comprimé à croquer;FAUX;;;VIATRIS SANTE;FAUX;08/01/2021;4;1
246;60149276;EPHEDRINE AGUETTANT 3 mg/ml, solution injectable en seringue préremplie;solution injectable;FAUX;;;AGUETTANT;FAUX;28/07/2003;2;1
247;60150015;RAVICTI 1,1 g/ml, liquide oral;liquide;FAUX;;EU/1/15/1062;IMMEDICA PHARMA (SUEDE);FAUX;27/11/2015;5;1
248;60150232;FOSFOCINE 4 g I.V., poudre pour solution pour perfusion;poudre pour solution pour perfusion;VRAI;Warning disponibilité;;SANOFI AVENTIS FRANCE;FAUX;18/07/1983;2;2
249;60150435;BORAX LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;29/12/2009;3;1
250;60150467;DONEPEZIL ARROW GENERIQUES 5 mg, comprimé orodispersible;comprimé orodispersible;VRAI;Warning disponibilité;;ARROW GENERIQUES;FAUX;06/09/2012;2;2
251;60150638;REKAMBYS 900 mg, suspension injectable à libération prolongée;suspension injectable à libération prolongée;FAUX;;EU/1/20/1482;JANSSEN CILAG INTERNATIONAL NV;VRAI;17/12/2020;5;1
252;60150830;DIAMICRON 60 mg, comprimé sécable à libération modifiée;comprimé sécable à libération modifiée;VRAI;Warning disponibilité;;MEDIWIN;FAUX;21/05/2013;7;2
253;60151124;MEMANTINE ARROW LAB 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;ARROW GENERIQUES;FAUX;10/03/2014;4;1
254;60151544;AMOXICILLINE ALMUS 1 g, comprimé dispersible;comprimé dispersible;FAUX;;;ALMUS FRANCE;FAUX;01/08/2018;4;1
255;60151601;MYRRHA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;29/01/2020;3;1
256;60151697;OFLOXACINE BIOGARAN 200 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;BIOGARAN;FAUX;25/04/2003;2;1
257;60151843;ACIDE TRANEXAMIQUE VIATRIS SANTE 0,5 g/ 5 mL, solution injectable;solution injectable;VRAI;Warning disponibilité;;VIATRIS SANTE;FAUX;10/01/2018;4;1
258;60152411;TRAMADOL/PARACETAMOL KRKA 37,5 mg/325 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;KRKA (SLOVENIE);FAUX;26/04/2013;4;1
259;60152436;HAVRIX NOURRISSONS ET ENFANTS 720 U/0,5 ml, suspension injectable en seringue préremplie. Vaccin de l'hépatite A (inactivé, adsorbé);suspension injectable;FAUX;;;GLAXOSMITHKLINE;FAUX;06/08/1998;2;1
260;60152607;BETNESOL 4 mg/1 ml, solution injectable;solution injectable;FAUX;;;ALFASIGMA (ITALIE);FAUX;20/11/1997;2;1
261;60153239;ALFALASTIN 33,33 mg/mL, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;FAUX;;;LFB-BIOMEDICAMENTS;FAUX;08/07/2005;2;1
262;60154017;REPAGLINIDE SANDOZ 0,5 mg, comprimé;comprimé;FAUX;;;SANDOZ;FAUX;26/07/2010;4;1
263;60154024;TRIMETAZIDINE EG 35 mg, comprimé pelliculé à libération modifiée;comprimé pelliculé à libération modifiée;FAUX;;;BIOGARAN;FAUX;30/05/2007;2;1
264;60154309;CREME AU CALENDULA, crème;crème;FAUX;;;BOIRON;FAUX;19/04/2010;2;1
265;60154743;TADALAFIL ALTER 10 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;LABORATOIRES ALTER;FAUX;16/10/2017;4;1
266;60155329;DUPHALAC 10 g/15 ml, solution buvable en sachet;solution buvable;FAUX;;;VIATRIS MEDICAL;FAUX;22/12/1986;2;1
267;60155667;ETOPOSIDE TEVA 200 mg/10 ml, solution injectable pour perfusion;solution injectable pour perfusion;FAUX;;;TEVA SANTE;FAUX;20/05/1996;2;1
268;60155788;ZOLOFT 25 mg, gélule;gélule;FAUX;;;VIATRIS UP;FAUX;27/11/2000;2;1
269;60156089;BICALUTAMIDE ALMUS 50 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ALMUS FRANCE;FAUX;14/05/2008;2;1
270;60156413;ENALAPRIL/LERCANIDIPINE ARROW 20 mg/10 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ARROW GENERIQUES;FAUX;06/07/2018;2;1
271;60156662;KREOSOTUM BOIRON, degré de dilution compris entre 5CH et 30CH ou entre 14DH et 60DH (pour les formes orales solides) et 5CH et 30CH ou entre 10DH et 60DH (pour les formes orales liquides);comprimé et solution(s) et granules et poudre;FAUX;;;BOIRON;FAUX;25/10/2017;3;1
272;60158147;DICLOFENAC VIATRIS 1 %, gel;gel;FAUX;;;VIATRIS SANTE;FAUX;25/01/2008;2;1
273;60158193;APIS MELLIFICA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;LEHNING;FAUX;08/04/2019;3;1
274;60159128;ENALAPRIL EG 5 mg, comprimé sécable;comprimé sécable;FAUX;;;EG LABO - LABORATOIRES EUROGENERICS;FAUX;31/05/2001;2;1
275;60160479;IVABRADINE ZENTIVA 5 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;EU/1/16/1144;ZENTIVA (REPUBLIQUE TCHEQUE);FAUX;11/11/2016;5;1
276;60160707;DEROXAT 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;GLAXOSMITHKLINE;FAUX;24/06/1992;1;1
277;60160835;SEVELAMER CARBONATE ARROW 800 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;ARROW GENERIQUES;FAUX;16/11/2017;2;1
278;60160881;CABAZITAXEL TEVA PHARMA 10 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion;FAUX;;;TEVA (PAYS-BAS);FAUX;19/07/2022;4;1
279;60161143;TRIATEC 10 mg, comprimé sécable;comprimé sécable;FAUX;;;SANOFI WINTHROP INDUSTRIE;FAUX;07/02/2003;1;1
280;60162494;SKUDEXUM 75 mg/25 mg, comprimé pelliculé;comprimé pelliculé;FAUX;;;MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG;FAUX;11/04/2016;4;1
281;60165234;W770;granules et  solution en gouttes en gouttes buvable en gouttes;FAUX;;;WELEDA;FAUX;05/06/2020;3;1
282;60165394;PREGABALINE CRISTERS PHARMA 25 mg, gélule;gélule;FAUX;;;SUN PHARMA FRANCE;FAUX;07/09/2015;4;1
283;60165857;MANIDIPINE BIOGARAN 10 mg, comprimé;comprimé;FAUX;;;BIOGARAN;FAUX;07/06/2010;4;1
284;60166980;FLUVASTATINE EVOLUGEN 20 mg, gélule;gélule;VRAI;Warning disponibilité;;EVOLUPHARM;FAUX;20/06/2013;2;2
285;60168465;RAMIPRIL KRKA 5 mg, comprimé;comprimé;FAUX;;;KRKA (SLOVENIE);FAUX;17/07/2013;4;1
286;60168515;NEORECORMON 30 000 UI, solution injectable en seringue préremplie;solution injectable;FAUX;;EU/1/97/031;ROCHE REGISTRATION (ALLEMAGNE);FAUX;23/02/2004;5;1
287;60170046;PARACETAMOL BIOGARAN 500 mg, comprimé effervescent;comprimé effervescent(e);FAUX;;;BIOGARAN;FAUX;24/02/2003;2;1
288;60170224;OLANZAPINE CRISTERS PHARMA 10 mg, comprimé;comprimé;FAUX;;;SUN PHARMA FRANCE;FAUX;09/10/2009;4;1
289;60172307;AESCULUS HIPPOCASTANUM macérat glycériné BOIRON, degré de dilution compris entre 4DH et 6DH;granules et  solution en gouttes en gouttes;FAUX;;;BOIRON;FAUX;08/03/2021;3;1
290;60172339;ISOCARD, solution sublinguale en flacon pulvérisateur;solution;FAUX;;;ETHYX PHARMACEUTICALS;FAUX;10/12/1986;2;1
291;60173715;ZELFUSOR 20 mg, gélule;gélule;FAUX;;;SUN PHARMACEUTICAL INDUSTRIES EUROPE (PAYS BAS);FAUX;08/12/2021;4;1
292;60173964;NAUSICALM ADULTES 50 mg, gélule;gélule;FAUX;;;BROTHIER;FAUX;24/12/1984;2;1
293;60175591;REBLOZYL 25 mg, poudre pour solution injectable;poudre pour solution injectable;FAUX;;EU/1/20/1452;BRISTOL-MYERS SQUIBB PHARMA (IRLANDE);VRAI;25/06/2020;5;1
294;60175716;IPRATROPIUM AGUETTANT ADULTES 0,5 mg/2 ml, solution pour inhalation par nébuliseur en récipient unidose;solution pour inhalation par nébuliseur;FAUX;;;AGUETTANT;FAUX;20/12/2002;2;1
295;60175972;PILOCARPINE 2 POUR CENT FAURE, collyre en solution en récipient unidose;collyre en solution;FAUX;;;EUROPHTA;FAUX;31/12/1980;2;1
296;60176597;VORAXAZE 1000 unités, poudre pour solution injectable;poudre pour solution injectable;FAUX;;EU/1/21/1586;SERB;VRAI;11/01/2022;5;1
297;60177044;AMIODARONE SUN 200 mg, comprimé sécable;comprimé sécable;FAUX;;;SUN PHARMA FRANCE;FAUX;12/03/2001;2;1
298;60177158;GRES ROSE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;30/08/2019;3;1
299;60177628;L 28, solution buvable en gouttes;solution buvable en gouttes;FAUX;;;LEHNING;FAUX;27/06/2019;2;1
300;60177724;TEPADINA 15 mg, poudre pour concentré pour solution pour perfusion;poudre pour concentré pour solution pour perfusion;FAUX;;EU/1/10/622;ADIENNE (ITALIE);FAUX;15/03/2010;5;1
301;60178281;BULBINUM  BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH;comprimé et solution(s) et granules et poudre et pommade;FAUX;;;BOIRON;FAUX;11/12/2020;3;1
302;60178609;TRAVOPROST/TIMOLOL BIOGARAN 40 microgrammes/mL + 5 mg/mL, collyre en solution;collyre en solution;FAUX;;;BIOGARAN;FAUX;12/09/2017;2;1
303;60178712;CHLORHYDRATE DE PROCAINE BIOSTABILEX 2 mg/ml, solution injectable;solution injectable;VRAI;Warning disponibilité;;PHARMY II;FAUX;17/02/1998;2;2
304;60179839;FENTANYL BIOGARAN 200 microgrammes, comprimé sublingual;comprimé;FAUX;;;BIOGARAN;FAUX;14/01/2021;2;1
305;60180720;RAMIPRIL SANDOZ 10 mg, comprimé sécable;comprimé sécable;FAUX;;;SANDOZ;FAUX;05/04/2005;2;1
306;60181231;VELETRI 1,5 mg, poudre et solvant pour solution pour perfusion;poudre et  solvant pour solution pour perfusion;FAUX;;;JANSSEN CILAG INTERNATIONAL NV;FAUX;20/12/2013;4;1
307;60181402;NORADRENALINE (TARTRATE) RENAUDIN 0,5 mg/mL, solution pour perfusion;solution pour perfusion;FAUX;;;LABORATOIRE RENAUDIN;FAUX;06/06/2013;2;1
308;60181733;XYLOCAINE 10 mg/ml SANS CONSERVATEUR, solution injectable;solution injectable;FAUX;;;ASPEN PHARMA TRADING (IRLANDE);FAUX;06/12/1995;2;1
309;60182237;ALVERINE/SIMETICONE MAYOLY SPINDLER 60 mg/300 mg, capsule molle;capsule molle;VRAI;Warning disponibilité;;LABORATOIRES MAYOLY SPINDLER;FAUX;16/10/2015;2;1
310;60182486;BICARBONATE DE SODIUM BAXTER A 1,4 %, solution injectable pour perfusion en poche;solution pour perfusion;VRAI;Warning disponibilité;;BAXTER;FAUX;20/09/1991;2;2
311;60182657;FRAXODI 11 400 U.I. Axa/0,6 ml, solution injectable (S.C.) en seringue pré-remplie;solution injectable;FAUX;;;VIATRIS SANTE;FAUX;06/05/1998;2;1
312;60183061;NephroMAG 0,2 mg, trousse pour préparation pharmaceutique;trousse et  trousse pour préparation radiopharmaceutique pour injection;FAUX;;;ROTOP PHARMAKA (ALLEMAGNE);FAUX;20/09/2006;1;1
313;60184188;DEPAKINE 500 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);FAUX;;;SANOFI WINTHROP INDUSTRIE;VRAI;01/10/1986;2;1
314;60184590;CRESEMBA 200 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;FAUX;;EU/1/15/1036;BASILEA MEDICAL C/O COX COSTELLO & HORNE (ROYAUME-UNI);FAUX;15/10/2015;5;1
315;60185201;RAMIPRIL VIATRIS 10 mg, comprimé sécable;comprimé sécable;FAUX;;;VIATRIS SANTE;FAUX;02/09/2005;2;1
316;60186552;GELOFUSINE 40 mg/mL, solution pour perfusion;solution pour perfusion;FAUX;;;B BRAUN MEDICAL;FAUX;11/12/1991;2;1
317;60186584;LORMETAZEPAM ARROW 2 mg, comprimé sécable;comprimé;FAUX;;;ARROW GENERIQUES;FAUX;22/11/2013;1;1
318;60187348;COVERAM 10 mg/5 mg, comprimé;comprimé;FAUX;;;DIFARMED (ESPAGNE);FAUX;24/11/2014;7;1
319;60187501;FENOFIBRATE CRISTERS PHARMA 200 mg, gélule;gélule;FAUX;;;CRISTERS;FAUX;20/11/2008;2;1
320;60188119;TCAPS 37,5 microgrammes, capsule molle;capsule molle;FAUX;;;IBSA PHARMA SAS;FAUX;11/01/2023;2;1
321;60192594;FUROSEMIDE ARROW 40 mg, comprimé sécable;comprimé sécable;FAUX;;;ARROW GENERIQUES;FAUX;30/07/2004;2;1
322;60195010;UNIFLOX, comprimé pelliculé sécable;comprimé pelliculé sécable;FAUX;;;BAYER HEALTHCARE;FAUX;16/09/1993;2;1
